update_id,algo,sample_id,token_pos,sop,entropy,aop_l2,aop_kl,f_avg_mean,f_ratio_mean,f_avg_abstract_algebra,f_ratio_abstract_algebra,f_avg_college_mathematics,f_ratio_college_mathematics,f_avg_high_school_physics,f_ratio_high_school_physics,f_avg_computer_security,f_ratio_computer_security,f_avg_international_law,f_ratio_international_law,f_avg_moral_disputes,f_ratio_moral_disputes,f_avg_high_school_us_history,f_ratio_high_school_us_history,f_avg_clinical_knowledge,f_ratio_clinical_knowledge,loss,target_token_id
8_265,sft,8,265,1.0859375,0.447265625,0.01171875,0.0966796875,-0.150205078125,0.24250000000000002,-0.1896875,0.18,-0.10640625,0.28,-0.21125,0.12,-0.2546875,0.26,-0.21046875,0.2,-0.1096875,0.32,0.032265625,0.32,-0.15171875,0.26,0.0967075526714325,19
8_266,sft,8,266,0.59375,0.203125,0.0,0.028564453125,-0.018710937499999997,0.11750000000000001,0.015,0.26,0.00765625,0.14,-0.0496875,0.04,-0.0215625,0.14,-0.05171875,0.0,-0.009296875,0.14,0.01203125,0.12,-0.052109375,0.1,0.02851659618318081,16
9_87,sft,9,87,0.0,0.515625,1.875,10.1875,1.426279296875,0.9625,1.825,1.0,2.17015625,0.98,1.93171875,1.0,0.927890625,0.9,0.6003125,0.86,1.2221875,0.96,1.380859375,1.0,1.352109375,1.0,10.18808650970459,7691
9_88,sft,9,88,10.1875,3.046875,1.109375,3.75,-0.231376953125,0.29500000000000004,-0.116875,0.34,0.210625,0.54,0.204296875,0.52,-0.729765625,0.1,-0.91734375,0.06,-0.3165625,0.16,0.04921875,0.38,-0.234609375,0.26,3.746654987335205,4138
9_89,sft,9,89,5.90625,1.875,0.181640625,0.5,-0.10728515625,0.10500000000000001,-0.0790625,0.12,-0.0359375,0.26,0.00546875,0.24,-0.232890625,0.02,-0.22,0.04,-0.076171875,0.08,-0.096171875,0.04,-0.123515625,0.04,0.4997788369655609,220
9_90,sft,9,90,2.828125,1.1328125,1.3828125,2.890625,2.788544921875,0.9950000000000001,3.245625,1.0,2.84015625,1.0,2.59796875,1.0,2.918359375,0.98,2.3453125,1.0,2.31875,1.0,2.937578125,1.0,3.104609375,0.98,2.8900911808013916,23
9_91,sft,9,91,2.84375,1.0625,0.0390625,0.208984375,0.09865234375000001,0.455,0.0715625,0.32,0.05609375,0.32,0.07890625,0.36,0.15484375,0.66,0.1303125,0.52,0.0975,0.42,0.084453125,0.44,0.115546875,0.6,0.2089577317237854,3979
9_92,sft,9,92,1.4921875,2.53125,1.1328125,3.40625,-0.6147607421874999,0.0075,-0.913984375,0.0,-0.64890625,0.0,-0.44453125,0.02,-0.81484375,0.0,-0.829296875,0.0,-0.484609375,0.0,-0.242578125,0.04,-0.5393359375,0.0,3.405877113342285,264
9_93,sft,9,93,2.453125,0.51171875,0.02734375,0.134765625,-0.01525390625,0.0625,-0.00203125,0.14,-0.028125,0.06,-0.036484375,0.0,-0.000859375,0.08,-0.02890625,0.12,-0.006328125,0.04,-0.023125,0.0,0.003828125,0.06,0.1347392201423645,1834
9_94,sft,9,94,1.2890625,2.15625,0.4296875,0.9140625,0.12814453125,0.49000000000000005,0.156875,0.52,0.0490625,0.32,0.0615625,0.36,0.15375,0.54,0.22359375,0.66,0.164453125,0.62,0.058828125,0.32,0.15703125,0.58,0.9123818278312683,364
9_95,sft,9,95,1.1015625,0.609375,1.78125,5.125,1.058037109375,0.98,1.15125,0.98,1.56296875,1.0,1.48953125,1.0,0.756953125,0.96,0.7646875,0.94,0.87,0.96,0.787109375,1.0,1.081796875,1.0,5.113622188568115,393
9_96,sft,9,96,3.109375,1.1171875,0.0546875,0.25390625,0.040537109375000005,0.245,0.161875,0.62,0.08109375,0.4,0.0459375,0.22,0.01328125,0.18,0.0309375,0.24,-0.01640625,0.06,-0.001171875,0.08,0.00875,0.16,0.2532227635383606,16
9_97,sft,9,97,1.6796875,0.55859375,0.01171875,0.10986328125,0.03983398437499999,0.24,0.11421875,0.56,0.06359375,0.3,0.05234375,0.3,0.01453125,0.16,0.03734375,0.22,0.014375,0.18,0.003984375,0.08,0.01828125,0.12,0.10968532413244247,23
9_98,sft,9,98,0.89453125,0.71484375,1.7734375,4.09375,-0.143125,0.2775,-0.2396875,0.18,-0.1659375,0.2,-0.07796875,0.36,-0.314140625,0.18,-0.3046875,0.22,-0.00125,0.4,0.02875,0.32,-0.070078125,0.36,4.107355117797852,791
9_99,sft,9,99,2.5,1.09375,0.154296875,0.40234375,-0.12185546875,0.0925,-0.08984375,0.2,-0.046875,0.14,-0.05890625,0.14,-0.263359375,0.02,-0.1828125,0.02,-0.118984375,0.16,-0.06046875,0.06,-0.15359375,0.0,0.40279635787010193,6258
9_100,sft,9,100,1.4453125,2.6875,1.171875,6.03125,-0.511865234375,0.12499999999999999,-0.74625,0.06,-0.4265625,0.16,-0.44375,0.12,-0.778671875,0.1,-0.708125,0.08,-0.317578125,0.24,-0.14703125,0.16,-0.526953125,0.08,6.024188995361328,748
9_101,sft,9,101,3.734375,2.15625,0.345703125,0.79296875,0.285888671875,0.8224999999999999,0.4784375,1.0,0.33765625,0.88,0.22140625,0.72,0.308203125,0.84,0.3271875,0.88,0.23109375,0.84,0.163359375,0.6,0.219765625,0.82,0.7920331954956055,1292
9_102,sft,9,102,2.265625,2.40625,0.7265625,1.5390625,0.0020214843749999994,0.39749999999999996,-0.084375,0.36,0.024375,0.42,-0.029375,0.4,-0.03953125,0.34,0.0528125,0.52,0.03828125,0.42,0.073828125,0.38,-0.01984375,0.34,1.5401549339294434,3520
9_103,sft,9,103,1.90625,1.640625,0.9140625,1.4296875,0.23842773437499995,0.6125,0.431875,0.74,0.62296875,0.9,0.5328125,0.86,-0.184765625,0.18,-0.0146875,0.3,0.3309375,0.92,0.06109375,0.44,0.1271875,0.56,1.4260506629943848,220
9_104,sft,9,104,1.6640625,1.0390625,1.171875,1.71875,-0.33771484375,0.0225,-0.454375,0.0,-0.32421875,0.02,-0.24171875,0.04,-0.544765625,0.0,-0.5609375,0.0,-0.217890625,0.08,-0.109765625,0.02,-0.248046875,0.02,1.7224076986312866,23
9_105,sft,9,105,1.6953125,2.3125,0.9375,2.046875,0.14186523437499998,0.5475000000000001,0.3834375,0.84,0.24828125,0.72,0.09546875,0.56,-0.010703125,0.3,0.158125,0.64,0.185625,0.68,0.01140625,0.22,0.06328125,0.42,2.0409045219421387,9
9_106,sft,9,106,1.8671875,0.400390625,0.00390625,0.06298828125,-0.001806640625,0.052500000000000005,0.02125,0.14,0.0078125,0.06,0.001875,0.04,-0.011171875,0.06,-0.02140625,0.02,-0.00140625,0.02,-0.002734375,0.04,-0.008671875,0.04,0.06311968713998795,16
9_107,sft,9,107,0.96484375,0.049560546875,0.0,0.00543212890625,0.004228515624999999,0.0675,0.01828125,0.16,0.01078125,0.08,-0.010625,0.06,0.01171875,0.08,-0.00578125,0.06,0.00109375,0.02,0.0021875,0.06,0.006171875,0.02,0.0054360427893698215,23
9_108,sft,9,108,0.486328125,2.0625,0.330078125,0.75,-0.22472656249999998,0.0,-0.3015625,0.0,-0.22390625,0.0,-0.16546875,0.0,-0.30296875,0.0,-0.28390625,0.0,-0.198984375,0.0,-0.12,0.0,-0.201015625,0.0,0.7517932653427124,283
9_109,sft,9,109,0.6171875,0.98828125,0.69140625,0.94140625,-0.018369140625000006,0.28250000000000003,-0.08328125,0.16,-0.06453125,0.22,-0.05015625,0.2,-0.0025,0.36,-0.01390625,0.3,0.0615625,0.38,0.005703125,0.28,0.00015625,0.36,0.9398293495178223,393
9_110,sft,9,110,0.78125,0.11474609375,1.9765625,8.3125,0.455712890625,0.7225,0.3546875,0.58,0.43859375,0.66,0.36859375,0.72,0.194296875,0.6,0.52984375,0.74,0.6946875,0.84,0.541171875,0.86,0.523828125,0.78,8.325618743896484,2362
9_111,sft,9,111,4.53125,2.328125,1.421875,3.890625,-0.12149414062499998,0.42000000000000004,-0.41859375,0.2,-0.27703125,0.38,-0.1821875,0.46,-0.235546875,0.34,-0.41171875,0.32,0.191875,0.56,0.42359375,0.66,-0.06234375,0.44,3.893263578414917,23
9_112,sft,9,112,4.21875,0.78515625,0.015625,0.130859375,0.07232421875000002,0.40499999999999997,0.09609375,0.5,0.06109375,0.5,0.0390625,0.28,0.115,0.64,0.113125,0.48,0.0640625,0.32,0.057578125,0.22,0.032578125,0.3,0.13083310425281525,9
9_113,sft,9,113,2.171875,0.05078125,0.0,0.0048828125,-0.015097656249999999,0.037500000000000006,-0.0003125,0.1,-0.01953125,0.02,-0.01875,0.02,-0.03015625,0.06,-0.02359375,0.02,-0.008203125,0.0,0.00140625,0.06,-0.021640625,0.02,0.004895130638033152,16
9_114,sft,9,114,1.0859375,0.0498046875,0.0,0.0054931640625,-0.00876953125,0.045,-0.00140625,0.14,-0.01109375,0.04,-0.010625,0.04,-0.002890625,0.06,-0.00390625,0.0,-0.006796875,0.04,-0.001640625,0.04,-0.031796875,0.0,0.005495559424161911,23
9_115,sft,9,115,0.546875,1.75,0.51953125,0.88671875,0.46539550781250005,0.595,0.8965625,0.66,0.86140625,0.68,0.558125,0.62,-0.098828125,0.36,0.11078125,0.54,0.4979296875,0.54,0.61984375,0.86,0.27734375,0.5,0.8869142532348633,28
9_116,sft,9,116,0.71875,0.404296875,0.00390625,0.06787109375,-0.000263671875,0.09249999999999999,-0.02,0.1,0.00734375,0.14,-0.00875,0.08,-0.002265625,0.06,0.02015625,0.1,-0.010625,0.08,0.023203125,0.1,-0.011171875,0.08,0.06772676855325699,16
9_117,sft,9,117,0.392578125,0.08984375,0.0,0.0106201171875,-0.0009570312500000002,0.0625,0.013125,0.18,0.00609375,0.1,-0.00515625,0.04,-0.00796875,0.02,0.0025,0.04,-0.005234375,0.06,0.000703125,0.04,-0.01171875,0.02,0.010605758056044579,19
9_118,sft,9,118,0.201171875,0.0166015625,0.0,0.0015869140625,-0.0068164062499999995,0.05249999999999999,0.00984375,0.1,-0.00015625,0.06,-0.01171875,0.1,-0.0115625,0.04,-0.0071875,0.04,-0.013125,0.04,-0.006640625,0.04,-0.013984375,0.0,0.0015848231269046664,19
9_119,sft,9,119,0.1015625,1.203125,1.5,2.75,0.781767578125,0.8775000000000001,1.2353125,0.96,0.83265625,0.8,0.6390625,0.86,0.701640625,0.82,0.76578125,0.94,0.88609375,0.94,0.426171875,0.78,0.767421875,0.92,2.743255138397217,13
9_120,sft,9,120,1.4296875,2.328125,0.734375,1.34375,0.159443359375,0.5750000000000001,0.193125,0.6,0.08328125,0.54,0.3390625,0.72,0.000859375,0.38,0.02171875,0.48,0.095078125,0.42,0.26875,0.72,0.273671875,0.74,1.3431143760681152,15
9_121,sft,9,121,1.3828125,0.4765625,0.01171875,0.095703125,-0.10137695312500002,0.0125,-0.1203125,0.04,-0.105625,0.0,-0.067734375,0.0,-0.15875,0.0,-0.12859375,0.02,-0.086171875,0.02,-0.056953125,0.0,-0.086875,0.02,0.0956493467092514,15
9_122,sft,9,122,0.7421875,0.984375,0.04296875,0.203125,-0.05715820312500001,0.01,-0.1084375,0.0,-0.07484375,0.0,-0.0428125,0.04,-0.0521875,0.0,-0.061875,0.02,-0.047421875,0.0,-0.019765625,0.02,-0.049921875,0.0,0.20346437394618988,2372
9_123,sft,9,123,0.47265625,3.203125,0.87109375,2.046875,0.02734374999999998,0.41000000000000003,0.3890625,0.54,0.052265625,0.48,-0.284609375,0.32,-0.571796875,0.12,-0.39609375,0.12,0.4228125,0.7,0.748828125,0.72,-0.14171875,0.28,2.0531005859375,16
9_124,sft,9,124,1.2578125,1.25,0.078125,0.30078125,0.20147460937500003,0.625,0.2259375,0.6,0.1775,0.64,0.18359375,0.62,0.078984375,0.54,0.19015625,0.58,0.2828125,0.68,0.364921875,0.82,0.107890625,0.52,0.3014160990715027,19
9_125,sft,9,125,0.78125,0.0439453125,0.0,0.005340576171875,0.006357421875000001,0.065,0.01640625,0.14,0.01171875,0.12,0.00078125,0.02,0.007421875,0.04,0.0109375,0.06,-0.004296875,0.04,0.00140625,0.04,0.006484375,0.06,0.00535197788849473,19
9_126,sft,9,126,0.392578125,1.21875,0.03125,0.1884765625,-0.012148437500000003,0.09249999999999999,-0.05625,0.0,-0.01046875,0.12,0.0121875,0.18,-0.0284375,0.04,-0.00046875,0.14,-0.007578125,0.12,0.000234375,0.06,-0.00640625,0.08,0.18807227909564972,13
9_127,sft,9,127,0.291015625,1.1796875,0.0546875,0.2470703125,-0.039111328125000004,0.19000000000000003,-0.08546875,0.08,-0.0784375,0.1,0.023671875,0.36,-0.1128125,0.1,-0.043125,0.24,-0.03,0.22,-0.008828125,0.12,0.022109375,0.3,0.24714843928813934,15
9_128,sft,9,128,0.26953125,0.0257568359375,0.0,0.0026397705078125,-0.00947265625,0.045000000000000005,-0.00625,0.06,-0.016875,0.06,-0.01484375,0.04,0.000703125,0.04,-0.0121875,0.04,-0.004921875,0.06,-0.007890625,0.04,-0.013515625,0.02,0.002643188228830695,15
9_129,sft,9,129,0.1357421875,3.0625,1.1171875,3.171875,-0.660576171875,0.1175,-0.786875,0.08,-0.49109375,0.16,-0.476953125,0.2,-1.0543359375,0.06,-1.10296875,0.02,-0.565234375,0.1,-0.178046875,0.26,-0.6291015625,0.06,3.169673204421997,791
9_130,sft,9,130,1.65625,0.91015625,1.609375,4.375,1.9238378906250004,0.995,2.361875,1.0,2.45671875,1.0,2.16140625,1.0,1.306171875,0.96,1.194375,1.0,2.3271875,1.0,1.539921875,1.0,2.043046875,1.0,4.374049663543701,220
9_131,sft,9,131,3.015625,1.546875,0.8125,1.3984375,0.21543945312500004,0.605,0.21828125,0.6,0.25,0.62,0.440625,0.8,0.1303125,0.5,0.08296875,0.48,0.1103125,0.56,0.17296875,0.62,0.318046875,0.66,1.40229332447052,23
9_132,sft,9,132,2.203125,0.8203125,1.734375,4.125,0.038916015624999994,0.465,-0.20375,0.3,-0.09171875,0.34,0.07765625,0.52,0.100078125,0.54,0.07109375,0.48,0.105625,0.48,0.088359375,0.44,0.163984375,0.62,4.135991096496582,20580
9_133,sft,9,133,3.171875,1.3203125,0.1796875,0.44921875,-0.017939453125,0.075,0.046875,0.24,0.00109375,0.06,-0.036953125,0.08,-0.060390625,0.04,-0.0575,0.04,-0.008359375,0.08,-0.010859375,0.04,-0.017421875,0.02,0.4493008255958557,6206
9_134,sft,9,134,1.8046875,1.6875,1.4296875,3.625,0.824326171875,0.96,0.981875,1.0,0.97140625,0.98,0.881875,0.98,0.480390625,0.8,0.77078125,0.94,0.868125,1.0,0.732265625,0.98,0.907890625,1.0,3.6277356147766113,198
9_135,sft,9,135,2.71875,2.171875,0.216796875,0.578125,0.061816406250000004,0.3575,0.075,0.4,0.0471875,0.34,0.084609375,0.32,0.052578125,0.36,0.119375,0.56,0.069296875,0.42,-0.015390625,0.12,0.061875,0.34,0.5767114758491516,7691
9_136,sft,9,136,1.6484375,1.5390625,0.10546875,0.365234375,0.116142578125,0.47500000000000003,0.1634375,0.66,0.1053125,0.42,0.1115625,0.4,0.1171875,0.5,0.15625,0.58,0.12234375,0.5,0.038359375,0.18,0.1146875,0.56,0.3645016551017761,4138
9_137,sft,9,137,1.0078125,0.5703125,0.0078125,0.09423828125,0.013427734375,0.15749999999999997,0.0209375,0.14,0.01265625,0.22,0.0165625,0.14,0.00984375,0.18,0.02171875,0.24,0.023515625,0.18,-0.00203125,0.04,0.00421875,0.12,0.0944732204079628,220
9_138,sft,9,138,0.55078125,1.2734375,0.216796875,0.52734375,0.290234375,0.6725,0.25671875,0.68,0.24375,0.66,0.25046875,0.62,0.359765625,0.72,0.3940625,0.74,0.29640625,0.66,0.183125,0.54,0.337578125,0.76,0.5254964828491211,16
9_139,sft,9,139,0.5390625,0.21875,0.0,0.033447265625,0.007373046875,0.09000000000000002,0.03421875,0.1,0.01796875,0.1,-0.00109375,0.08,0.003515625,0.14,0.00578125,0.14,-0.000234375,0.06,-0.002578125,0.04,0.00140625,0.06,0.03342166915535927,15
9_140,sft,9,140,0.28515625,0.1240234375,0.0,0.014404296875,0.001279296875,0.06499999999999999,0.03328125,0.16,0.0115625,0.08,-0.0025,0.06,-0.014140625,0.06,-0.0146875,0.06,0.00078125,0.04,0.000625,0.04,-0.0046875,0.02,0.01441117748618126,3979
9_141,sft,9,141,0.150390625,1.6640625,0.703125,1.2265625,-0.33986328125,0.034999999999999996,-0.57875,0.0,-0.4175,0.02,-0.2971875,0.08,-0.526171875,0.0,-0.3359375,0.0,-0.195703125,0.02,-0.09765625,0.12,-0.27,0.04,1.225435495376587,264
9_142,sft,9,142,0.6875,0.1328125,0.0,0.021728515625,-0.015302734374999998,0.0425,0.00640625,0.14,-0.00921875,0.06,-0.01421875,0.02,-0.02390625,0.04,-0.024375,0.02,-0.01703125,0.02,-0.0184375,0.04,-0.021640625,0.0,0.021771011874079704,1834
9_143,sft,9,143,0.35546875,0.58984375,1.8046875,4.96875,-0.26841796875,0.24,-0.3275,0.24,-0.03046875,0.42,-0.219375,0.26,-0.538125,0.12,-0.40421875,0.18,-0.237265625,0.26,-0.075703125,0.26,-0.3146875,0.18,4.975566387176514,321
9_144,sft,9,144,2.65625,3.171875,1.125,15.5625,0.558603515625,0.9875,0.6840625,1.0,0.69171875,0.98,0.57828125,0.98,0.586640625,0.98,0.5375,1.0,0.45328125,0.98,0.353046875,1.0,0.584296875,0.98,15.534355163574219,3977
9_145,sft,9,145,9.125,3.1875,0.74609375,1.765625,-0.7424169921875,0.09,-1.21859375,0.02,-0.7796875,0.08,-0.62796875,0.08,-0.98796875,0.1,-0.878828125,0.04,-0.5279296875,0.18,-0.2165234375,0.16,-0.7018359375,0.06,1.7688074111938477,888
9_146,sft,9,146,5.4375,0.875,0.03125,0.1806640625,-0.03318359375,0.05,-0.02203125,0.1,-0.0053125,0.1,-0.03984375,0.04,-0.05609375,0.0,-0.03890625,0.04,-0.03859375,0.04,-0.007109375,0.08,-0.057578125,0.0,0.18081584572792053,220
9_147,sft,9,147,2.8125,0.48046875,0.0234375,0.12353515625,-0.010957031249999999,0.0725,-0.00484375,0.22,0.0009375,0.06,-0.0084375,0.04,-0.021875,0.04,-0.01046875,0.06,-0.023203125,0.08,0.00875,0.08,-0.028515625,0.0,0.1234206035733223,23
9_148,sft,9,148,1.46875,0.7421875,0.01953125,0.1396484375,-0.0012109375000000002,0.07250000000000001,0.02125,0.18,0.0021875,0.1,0.0146875,0.1,-0.013046875,0.06,-0.00171875,0.06,-0.0184375,0.02,-0.004765625,0.06,-0.00984375,0.0,0.13974149525165558,3979
9_149,sft,9,149,0.8046875,2.453125,0.322265625,0.7734375,-0.21663085937499998,0.0175,-0.32453125,0.0,-0.2078125,0.02,-0.17984375,0.0,-0.291875,0.02,-0.23484375,0.0,-0.19359375,0.06,-0.074453125,0.04,-0.22609375,0.0,0.7729085087776184,369
9_150,sft,9,150,0.7890625,2.0625,1.265625,3.328125,1.046376953125,0.8549999999999999,1.2440625,0.98,1.28046875,0.9,1.3509375,0.96,0.849296875,0.82,0.665625,0.74,0.96015625,0.76,0.801328125,0.8,1.219140625,0.88,3.3255600929260254,16515
9_151,sft,9,151,2.0625,0.486328125,0.0078125,0.09423828125,-0.005654296875000001,0.06,0.0159375,0.14,-0.00921875,0.06,-0.011875,0.02,-0.000625,0.02,-0.00578125,0.1,0.001953125,0.08,-0.002890625,0.04,-0.032734375,0.02,0.09421797096729279,364
9_152,sft,9,152,1.078125,0.490234375,0.00390625,0.07861328125,0.046777343750000006,0.2,0.09140625,0.38,0.05875,0.3,0.0346875,0.16,0.052578125,0.24,0.04171875,0.18,0.02921875,0.14,0.02671875,0.08,0.039140625,0.12,0.07868140190839767,37221
9_153,sft,9,153,0.578125,2.109375,0.84375,1.5859375,0.24532226562499998,0.6175,0.313125,0.66,0.1671875,0.6,0.26171875,0.6,0.200546875,0.6,0.3303125,0.64,0.268203125,0.66,0.106640625,0.46,0.31484375,0.72,1.5857675075531006,11
9_154,sft,9,154,1.078125,1.640625,0.22265625,0.53515625,-0.18686523437500002,0.0,-0.24609375,0.0,-0.2071875,0.0,-0.160234375,0.0,-0.270390625,0.0,-0.214375,0.0,-0.1359375,0.0,-0.086875,0.0,-0.173828125,0.0,0.5346201658248901,748
9_155,sft,9,155,0.80859375,1.453125,0.078125,0.306640625,0.043447265625,0.23750000000000004,0.09296875,0.48,0.02765625,0.22,0.0015625,0.12,0.08375,0.36,0.055,0.3,0.02953125,0.14,0.03640625,0.14,0.020703125,0.14,0.30651119351387024,1292
9_156,sft,9,156,0.55859375,2.59375,0.90625,2.1875,-0.165361328125,0.16,-0.39125,0.04,-0.213125,0.1,-0.0946875,0.2,-0.290703125,0.08,-0.07703125,0.22,-0.01796875,0.36,-0.044296875,0.12,-0.193828125,0.16,2.182544231414795,5055
9_157,sft,9,157,1.375,2.265625,0.46484375,0.98046875,0.09166992187499999,0.3875,0.188125,0.6,0.278125,0.64,0.22203125,0.52,-0.073828125,0.16,-0.0359375,0.14,0.15515625,0.64,-0.02609375,0.06,0.02578125,0.34,0.9785882830619812,220
9_158,sft,9,158,1.1796875,1.1171875,0.14453125,0.3984375,-0.00826171875,0.11,0.038125,0.3,-0.0421875,0.04,-0.055859375,0.02,0.01625,0.14,0.01890625,0.18,0.00203125,0.14,-0.027890625,0.02,-0.01546875,0.04,0.3982677161693573,16
9_159,sft,9,159,0.7890625,1.4453125,0.220703125,0.546875,-0.052080078125,0.27,-0.12453125,0.3,-0.135625,0.2,-0.034921875,0.32,-0.002734375,0.26,-0.0865625,0.28,0.016328125,0.38,-0.027109375,0.16,-0.021484375,0.26,0.548329770565033,15
9_160,sft,9,160,0.66796875,1.7109375,1.21875,2.984375,-0.36984374999999997,0.15750000000000003,-0.5234375,0.2,-0.3028125,0.14,-0.20921875,0.24,-0.75609375,0.02,-0.567890625,0.06,-0.283828125,0.14,-0.058125,0.34,-0.25734375,0.12,2.987985134124756,12
9_161,sft,9,161,1.828125,0.1494140625,0.0,0.0220947265625,-0.013662109375000002,0.0175,0.00640625,0.04,-0.0125,0.02,-0.0328125,0.02,-0.02,0.02,-0.01953125,0.02,-0.01234375,0.0,-0.001171875,0.02,-0.01734375,0.0,0.022091027349233627,23
9_162,sft,9,162,0.92578125,1.5234375,0.62890625,1.0234375,-0.007958984374999999,0.27499999999999997,-0.03828125,0.2,-0.0190625,0.22,0.071171875,0.48,-0.0371875,0.3,-0.08765625,0.18,-0.01625,0.24,-0.021640625,0.16,0.085234375,0.42,1.0247746706008911,283
9_163,sft,9,163,0.97265625,0.263671875,1.90625,8.5,0.43057617187499997,0.65,0.2875,0.5,0.41375,0.62,0.4615625,0.72,0.285859375,0.64,0.1228125,0.46,0.66734375,0.74,0.853203125,0.9,0.352578125,0.62,8.488350868225098,1079
9_164,sft,9,164,4.75,0.59765625,0.0234375,0.134765625,0.07183593750000002,0.36250000000000004,0.12203125,0.62,0.075,0.4,0.07796875,0.36,0.120546875,0.52,0.06578125,0.38,0.05140625,0.26,0.014140625,0.12,0.0478125,0.24,0.13457053899765015,16
9_165,sft,9,165,2.4375,0.06103515625,0.0,0.0074462890625,-0.004013671875,0.049999999999999996,0.015625,0.1,0.00171875,0.08,-0.01703125,0.06,-0.01078125,0.06,-0.0115625,0.06,-0.00484375,0.0,0.00578125,0.04,-0.011015625,0.0,0.007447455544024706,15
9_166,sft,9,166,1.21875,0.07275390625,0.0,0.00836181640625,-0.006220703125000001,0.0475,0.00640625,0.14,-0.00234375,0.02,-0.01,0.06,-0.01375,0.02,-0.005,0.06,-0.003828125,0.02,-0.0028125,0.06,-0.0184375,0.0,0.008345137350261211,12
9_167,sft,9,167,0.61328125,0.022705078125,0.0,0.0024871826171875,-0.0065332031249999995,0.055,0.00765625,0.06,-0.00109375,0.12,-0.006875,0.06,-0.01828125,0.04,-0.0090625,0.06,-0.007734375,0.02,-0.00203125,0.08,-0.01484375,0.0,0.0024876620154827833,23
9_168,sft,9,168,0.30859375,0.2578125,0.0,0.036865234375,-0.0057421875,0.04,0.02,0.1,0.005,0.04,-0.0028125,0.06,-0.025390625,0.02,-0.02453125,0.04,0.006875,0.04,-0.01109375,0.02,-0.013984375,0.0,0.03696220740675926,28
9_169,sft,9,169,0.1728515625,0.1083984375,0.0,0.01513671875,-0.01435546875,0.0525,-0.00265625,0.12,-0.013125,0.02,-0.01359375,0.04,-0.027578125,0.04,-0.01765625,0.06,-0.017265625,0.04,-0.00765625,0.04,-0.0153125,0.06,0.015149650163948536,17
9_170,sft,9,170,0.09375,1.453125,0.7578125,1.2265625,0.302197265625,0.6775,0.7034375,0.9,0.45125,0.8,0.25375,0.68,0.323046875,0.76,0.048125,0.38,0.0978125,0.46,0.118203125,0.64,0.421953125,0.8,1.2259469032287598,2372
9_171,sft,9,171,0.66015625,0.31640625,0.0,0.04345703125,-0.007314453124999999,0.0425,0.016875,0.12,0.0053125,0.06,-0.00765625,0.0,-0.0209375,0.04,-0.01078125,0.02,-0.01578125,0.02,-0.003046875,0.06,-0.0225,0.02,0.043475180864334106,17
9_172,sft,9,172,0.3515625,1.9765625,0.234375,0.59375,-0.059521484374999996,0.05500000000000001,-0.14234375,0.02,-0.1021875,0.04,-0.02109375,0.08,-0.086171875,0.0,-0.0446875,0.08,-0.0325,0.02,-0.02453125,0.04,-0.02265625,0.16,0.5937051177024841,3979
9_173,sft,9,173,0.47265625,1.9609375,0.1484375,0.466796875,-0.17166992187499996,0.0025,-0.323125,0.0,-0.218125,0.0,-0.150703125,0.0,-0.192421875,0.0,-0.115,0.02,-0.131328125,0.0,-0.075078125,0.0,-0.167578125,0.0,0.46695491671562195,314
9_174,sft,9,174,0.470703125,0.50390625,0.00390625,0.0712890625,0.0034863281250000003,0.08,0.00828125,0.12,0.0125,0.12,0.00015625,0.1,-0.0025,0.06,0.00765625,0.12,-0.00109375,0.08,-0.00109375,0.02,0.003984375,0.02,0.07118174433708191,37221
9_175,sft,9,175,0.271484375,2.421875,0.94921875,2.015625,0.883056640625,0.9875,1.415625,1.0,1.21765625,1.0,0.98546875,1.0,0.633046875,0.98,0.893125,1.0,0.603125,1.0,0.431796875,0.92,0.884609375,1.0,2.0230679512023926,198
9_176,sft,9,176,1.140625,2.375,1.3046875,5.15625,-0.72189697265625,0.14250000000000002,-1.0203125,0.04,-0.61546875,0.12,-0.45296875,0.24,-1.10640625,0.14,-1.119609375,0.04,-0.568671875,0.14,-0.09765625,0.3,-0.79408203125,0.12,5.169772148132324,46
9_177,sft,9,177,3.15625,0.07861328125,0.0,0.00872802734375,-0.011875,0.035,0.00625,0.1,-0.01234375,0.04,-0.01046875,0.04,-0.0196875,0.0,-0.0190625,0.08,-0.014921875,0.0,-0.006640625,0.02,-0.018125,0.0,0.008728447370231152,77473
9_178,sft,9,178,1.578125,2.09375,0.44921875,0.875,-0.28337890625,0.0,-0.3396875,0.0,-0.29140625,0.0,-0.27109375,0.0,-0.4225,0.0,-0.400625,0.0,-0.151328125,0.0,-0.111484375,0.0,-0.27890625,0.0,0.8765243291854858,369
9_179,sft,9,179,1.2265625,1.0078125,1.65625,4.0625,-0.5143359375,0.11749999999999998,-0.88984375,0.04,-0.52765625,0.12,-0.43546875,0.12,-0.7734375,0.1,-0.619765625,0.06,-0.300078125,0.24,-0.082109375,0.18,-0.486328125,0.08,4.060830593109131,16100
9_180,sft,9,180,2.640625,2.03125,0.546875,1.109375,0.30467773437499995,0.7924999999999999,0.4328125,0.94,0.29234375,0.88,0.27453125,0.78,0.351953125,0.88,0.42359375,0.86,0.2125,0.64,0.213671875,0.64,0.236015625,0.72,1.1085522174835205,430
